Dato,Event,Aldersgruppe,Region,Nye indlagte,Kumulative nye indlagte,Indlagte per dag
16-04-2020,Hospitalised,0-59,Zealand,2,98,12
16-04-2020,Hospitalised,60+,Zealand,3,195,45
16-04-2020,Hospitalised,0-59,Nordjylland,0,27,5
16-04-2020,Hospitalised,0-59,Syddanmark,0,72,5
17-04-2020,Hospitalised,60+,Nordjylland,0,71,16
17-04-2020,Hospitalised,0-59,Midtjylland,1,83,7
17-04-2020,Hospitalised,60+,Midtjylland,1,149,43
17-04-2020,Hospitalised,0-59,Syddanmark,0,72,4
17-04-2020,Hospitalised,60+,Syddanmark,2,133,28
17-04-2020,Hospitalised,0-59,Hovedstaden,6,261,44
17-04-2020,Hospitalised,60+,Hovedstaden,5,568,108
17-04-2020,Hospitalised,0-59,Zealand,2,100,12
17-04-2020,Hospitalised,60+,Zealand,5,200,44
17-04-2020,Hospitalised,0-59,Nordjylland,0,27,5
18-04-2020,Hospitalised,60+,Nordjylland,0,71,15
18-04-2020,Hospitalised,0-59,Midtjylland,0,83,5
18-04-2020,Hospitalised,60+,Midtjylland,2,151,40
18-04-2020,Hospitalised,60+,Syddanmark,1,134,26
18-04-2020,Hospitalised,0-59,Hovedstaden,3,264,40
18-04-2020,Hospitalised,60+,Hovedstaden,7,575,101
18-04-2020,Hospitalised,0-59,Zealand,3,103,13
18-04-2020,Hospitalised,60+,Zealand,4,204,40
18-04-2020,Hospitalised,0-59,Nordjylland,0,27,5
18-04-2020,Hospitalised,0-59,Syddanmark,0,72,4
19-04-2020,Hospitalised,60+,Nordjylland,0,71,14
19-04-2020,Hospitalised,0-59,Midtjylland,2,85,6
19-04-2020,Hospitalised,60+,Midtjylland,2,153,39
19-04-2020,Hospitalised,0-59,Hovedstaden,2,266,40
19-04-2020,Hospitalised,60+,Hovedstaden,12,587,106
19-04-2020,Hospitalised,0-59,Zealand,1,104,13
19-04-2020,Hospitalised,60+,Zealand,5,209,44
19-04-2020,Hospitalised,0-59,Nordjylland,0,27,5
19-04-2020,Hospitalised,0-59,Syddanmark,0,72,4
19-04-2020,Hospitalised,60+,Syddanmark,0,134,26
20-04-2020,Hospitalised,60+,Nordjylland,0,71,12
20-04-2020,Hospitalised,0-59,Midtjylland,2,87,7
20-04-2020,Hospitalised,60+,Midtjylland,1,154,38
20-04-2020,Hospitalised,0-59,Syddanmark,1,73,4
20-04-2020,Hospitalised,60+,Syddanmark,1,135,26
20-04-2020,Hospitalised,0-59,Hovedstaden,4,270,40
20-04-2020,Hospitalised,60+,Hovedstaden,12,599,114
20-04-2020,Hospitalised,0-59,Zealand,0,104,11
20-04-2020,Hospitalised,60+,Zealand,4,213,46
20-04-2020,Hospitalised,0-59,Nordjylland,0,27,5
21-04-2020,Hospitalised,0-59,Nordjylland,0,27,4
21-04-2020,Hospitalised,60+,Nordjylland,0,71,11
21-04-2020,Hospitalised,0-59,Midtjylland,1,88,6
21-04-2020,Hospitalised,60+,Midtjylland,3,157,41
21-04-2020,Hospitalised,60+,Syddanmark,2,137,24
21-04-2020,Hospitalised,0-59,Hovedstaden,3,273,38
21-04-2020,Hospitalised,60+,Hovedstaden,10,609,116
21-04-2020,Hospitalised,0-59,Zealand,2,106,9
21-04-2020,Hospitalised,60+,Zealand,3,216,45
21-04-2020,Hospitalised,0-59,Syddanmark,0,73,4
22-04-2020,Hospitalised,0-59,Midtjylland,0,88,5
22-04-2020,Hospitalised,60+,Midtjylland,2,159,41
22-04-2020,Hospitalised,60+,Syddanmark,3,140,23
22-04-2020,Hospitalised,0-59,Hovedstaden,3,276,31
22-04-2020,Hospitalised,60+,Hovedstaden,7,616,114
22-04-2020,Hospitalised,0-59,Zealand,3,109,11
22-04-2020,Hospitalised,60+,Zealand,2,218,42
22-04-2020,Hospitalised,0-59,Nordjylland,0,27,4
22-04-2020,Hospitalised,60+,Nordjylland,0,71,11
22-04-2020,Hospitalised,0-59,Syddanmark,0,73,4
23-04-2020,Hospitalised,0-59,Midtjylland,0,88,4
23-04-2020,Hospitalised,60+,Midtjylland,4,163,42
23-04-2020,Hospitalised,60+,Syddanmark,1,141,21
23-04-2020,Hospitalised,0-59,Hovedstaden,3,279,29
23-04-2020,Hospitalised,60+,Hovedstaden,8,624,107
23-04-2020,Hospitalised,0-59,Zealand,2,111,10
23-04-2020,Hospitalised,60+,Zealand,3,221,39
23-04-2020,Hospitalised,0-59,Nordjylland,0,27,4
23-04-2020,Hospitalised,60+,Nordjylland,0,71,11
23-04-2020,Hospitalised,0-59,Syddanmark,0,73,4
24-04-2020,Hospitalised,60+,Nordjylland,1,72,12
24-04-2020,Hospitalised,60+,Midtjylland,2,165,40
24-04-2020,Hospitalised,60+,Syddanmark,1,142,20
24-04-2020,Hospitalised,0-59,Hovedstaden,3,282,29
24-04-2020,Hospitalised,60+,Hovedstaden,4,628,106
24-04-2020,Hospitalised,0-59,Zealand,1,112,8
24-04-2020,Hospitalised,60+,Zealand,6,227,42
24-04-2020,Hospitalised,0-59,Nordjylland,0,27,4
24-04-2020,Hospitalised,0-59,Midtjylland,0,88,4
24-04-2020,Hospitalised,0-59,Syddanmark,0,73,4
25-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
25-04-2020,Hospitalised,60+,Nordjylland,1,73,11
25-04-2020,Hospitalised,60+,Midtjylland,1,166,35
25-04-2020,Hospitalised,0-59,Hovedstaden,4,286,29
25-04-2020,Hospitalised,60+,Hovedstaden,11,639,96
25-04-2020,Hospitalised,0-59,Zealand,1,113,7
25-04-2020,Hospitalised,60+,Zealand,2,229,38
25-04-2020,Hospitalised,0-59,Midtjylland,0,88,4
25-04-2020,Hospitalised,0-59,Syddanmark,0,73,4
25-04-2020,Hospitalised,60+,Syddanmark,0,142,20
26-04-2020,Hospitalised,60+,Midtjylland,2,168,36
26-04-2020,Hospitalised,0-59,Syddanmark,1,74,5
26-04-2020,Hospitalised,60+,Syddanmark,0,142,17
26-04-2020,Hospitalised,0-59,Hovedstaden,6,292,32
26-04-2020,Hospitalised,60+,Hovedstaden,10,649,96
26-04-2020,Hospitalised,0-59,Zealand,1,114,8
26-04-2020,Hospitalised,60+,Zealand,2,231,37
26-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
26-04-2020,Hospitalised,60+,Nordjylland,0,73,11
26-04-2020,Hospitalised,0-59,Midtjylland,0,88,4
27-04-2020,Hospitalised,60+,Nordjylland,0,73,10
27-04-2020,Hospitalised,60+,Midtjylland,1,169,36
27-04-2020,Hospitalised,0-59,Syddanmark,0,74,4
27-04-2020,Hospitalised,60+,Syddanmark,1,143,18
27-04-2020,Hospitalised,0-59,Hovedstaden,1,293,29
27-04-2020,Hospitalised,60+,Hovedstaden,5,654,98
27-04-2020,Hospitalised,0-59,Zealand,4,118,12
27-04-2020,Hospitalised,60+,Zealand,5,236,39
27-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
27-04-2020,Hospitalised,0-59,Midtjylland,0,88,4
28-04-2020,Hospitalised,60+,Nordjylland,0,73,9
28-04-2020,Hospitalised,0-59,Midtjylland,0,88,3
28-04-2020,Hospitalised,60+,Midtjylland,1,170,32
28-04-2020,Hospitalised,60+,Syddanmark,1,144,16
28-04-2020,Hospitalised,0-59,Hovedstaden,5,298,31
28-04-2020,Hospitalised,60+,Hovedstaden,4,658,93
28-04-2020,Hospitalised,0-59,Zealand,1,119,11
28-04-2020,Hospitalised,60+,Zealand,0,236,35
28-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
28-04-2020,Hospitalised,0-59,Syddanmark,0,74,4
29-04-2020,Hospitalised,60+,Nordjylland,1,74,10
29-04-2020,Hospitalised,60+,Midtjylland,1,171,31
29-04-2020,Hospitalised,0-59,Syddanmark,0,74,3
29-04-2020,Hospitalised,60+,Syddanmark,0,144,12
29-04-2020,Hospitalised,0-59,Hovedstaden,1,299,28
29-04-2020,Hospitalised,60+,Hovedstaden,6,664,87
29-04-2020,Hospitalised,0-59,Zealand,0,119,9
29-04-2020,Hospitalised,60+,Zealand,3,239,35
29-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
29-04-2020,Hospitalised,0-59,Midtjylland,0,88,3
30-04-2020,Hospitalised,0-59,Midtjylland,1,89,4
30-04-2020,Hospitalised,60+,Midtjylland,0,171,27
30-04-2020,Hospitalised,0-59,Syddanmark,0,74,2
30-04-2020,Hospitalised,60+,Syddanmark,0,144,11
30-04-2020,Hospitalised,0-59,Hovedstaden,3,302,28
30-04-2020,Hospitalised,60+,Hovedstaden,7,671,83
30-04-2020,Hospitalised,0-59,Zealand,0,119,8
30-04-2020,Hospitalised,60+,Zealand,3,242,35
30-04-2020,Hospitalised,0-59,Nordjylland,0,27,3
30-04-2020,Hospitalised,60+,Nordjylland,0,74,10
01-05-2020,Hospitalised,0-59,Midtjylland,1,90,5
01-05-2020,Hospitalised,60+,Midtjylland,0,171,24
01-05-2020,Hospitalised,60+,Syddanmark,1,145,12
01-05-2020,Hospitalised,0-59,Hovedstaden,2,304,25
01-05-2020,Hospitalised,60+,Hovedstaden,3,674,78
01-05-2020,Hospitalised,0-59,Zealand,0,119,7
01-05-2020,Hospitalised,60+,Zealand,5,247,35
01-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
01-05-2020,Hospitalised,60+,Nordjylland,0,74,10
01-05-2020,Hospitalised,0-59,Syddanmark,0,74,2
02-05-2020,Hospitalised,0-59,Midtjylland,2,92,5
02-05-2020,Hospitalised,60+,Midtjylland,3,174,22
02-05-2020,Hospitalised,60+,Syddanmark,0,145,11
02-05-2020,Hospitalised,0-59,Hovedstaden,4,308,28
02-05-2020,Hospitalised,60+,Hovedstaden,10,684,77
02-05-2020,Hospitalised,0-59,Zealand,0,119,6
02-05-2020,Hospitalised,60+,Zealand,5,252,34
02-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
02-05-2020,Hospitalised,60+,Nordjylland,0,74,10
02-05-2020,Hospitalised,0-59,Syddanmark,0,74,2
03-05-2020,Hospitalised,60+,Nordjylland,0,74,9
03-05-2020,Hospitalised,0-59,Midtjylland,0,92,3
03-05-2020,Hospitalised,0-59,Syddanmark,0,74,1
03-05-2020,Hospitalised,0-59,Hovedstaden,1,309,27
03-05-2020,Hospitalised,60+,Hovedstaden,9,693,80
03-05-2020,Hospitalised,0-59,Zealand,1,120,7
03-05-2020,Hospitalised,60+,Zealand,2,254,36
03-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
03-05-2020,Hospitalised,60+,Midtjylland,0,174,22
03-05-2020,Hospitalised,60+,Syddanmark,0,145,11
04-05-2020,Hospitalised,0-59,Midtjylland,1,93,3
04-05-2020,Hospitalised,60+,Midtjylland,2,176,22
04-05-2020,Hospitalised,0-59,Hovedstaden,2,311,27
04-05-2020,Hospitalised,60+,Hovedstaden,5,698,81
04-05-2020,Hospitalised,0-59,Zealand,1,121,8
04-05-2020,Hospitalised,60+,Zealand,2,256,35
04-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
04-05-2020,Hospitalised,60+,Nordjylland,0,74,9
04-05-2020,Hospitalised,0-59,Syddanmark,0,74,1
04-05-2020,Hospitalised,60+,Syddanmark,0,145,11
05-05-2020,Hospitalised,60+,Nordjylland,0,74,8
05-05-2020,Hospitalised,0-59,Midtjylland,0,93,2
05-05-2020,Hospitalised,60+,Midtjylland,0,176,21
05-05-2020,Hospitalised,60+,Syddanmark,0,145,10
05-05-2020,Hospitalised,0-59,Hovedstaden,1,312,27
05-05-2020,Hospitalised,60+,Hovedstaden,4,702,74
05-05-2020,Hospitalised,0-59,Zealand,1,122,8
05-05-2020,Hospitalised,60+,Zealand,4,260,35
05-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
05-05-2020,Hospitalised,0-59,Syddanmark,0,74,1
06-05-2020,Hospitalised,60+,Nordjylland,0,74,7
06-05-2020,Hospitalised,0-59,Midtjylland,0,93,1
06-05-2020,Hospitalised,60+,Midtjylland,0,176,19
06-05-2020,Hospitalised,60+,Syddanmark,0,145,9
06-05-2020,Hospitalised,0-59,Hovedstaden,4,316,29
06-05-2020,Hospitalised,60+,Hovedstaden,2,704,69
06-05-2020,Hospitalised,60+,Zealand,1,261,30
06-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
06-05-2020,Hospitalised,0-59,Syddanmark,0,74,1
06-05-2020,Hospitalised,0-59,Zealand,0,122,8
07-05-2020,Hospitalised,60+,Midtjylland,1,177,18
07-05-2020,Hospitalised,60+,Syddanmark,0,145,8
07-05-2020,Hospitalised,0-59,Hovedstaden,5,321,29
07-05-2020,Hospitalised,60+,Hovedstaden,5,709,69
07-05-2020,Hospitalised,0-59,Zealand,0,122,6
07-05-2020,Hospitalised,60+,Zealand,4,265,31
07-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
07-05-2020,Hospitalised,60+,Nordjylland,0,74,7
07-05-2020,Hospitalised,0-59,Midtjylland,0,93,1
07-05-2020,Hospitalised,0-59,Syddanmark,0,74,1
08-05-2020,Hospitalised,60+,Nordjylland,0,74,6
08-05-2020,Hospitalised,60+,Midtjylland,0,177,17
08-05-2020,Hospitalised,0-59,Syddanmark,1,75,2
08-05-2020,Hospitalised,0-59,Hovedstaden,1,322,27
08-05-2020,Hospitalised,60+,Hovedstaden,5,714,67
08-05-2020,Hospitalised,0-59,Zealand,2,124,8
08-05-2020,Hospitalised,60+,Zealand,0,265,29
08-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
08-05-2020,Hospitalised,0-59,Midtjylland,0,93,1
08-05-2020,Hospitalised,60+,Syddanmark,0,145,8
09-05-2020,Hospitalised,0-59,Midtjylland,2,95,3
09-05-2020,Hospitalised,60+,Midtjylland,0,177,15
09-05-2020,Hospitalised,60+,Syddanmark,0,145,6
09-05-2020,Hospitalised,0-59,Hovedstaden,1,323,26
09-05-2020,Hospitalised,60+,Hovedstaden,2,716,61
09-05-2020,Hospitalised,0-59,Zealand,1,125,9
09-05-2020,Hospitalised,60+,Zealand,2,267,27
09-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
09-05-2020,Hospitalised,60+,Nordjylland,0,74,6
09-05-2020,Hospitalised,0-59,Syddanmark,0,75,2
10-05-2020,Hospitalised,60+,Midtjylland,0,177,12
10-05-2020,Hospitalised,0-59,Hovedstaden,0,323,25
10-05-2020,Hospitalised,60+,Hovedstaden,4,720,61
10-05-2020,Hospitalised,0-59,Zealand,0,125,8
10-05-2020,Hospitalised,60+,Zealand,2,269,27
10-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
10-05-2020,Hospitalised,60+,Nordjylland,0,74,6
10-05-2020,Hospitalised,0-59,Midtjylland,0,95,3
10-05-2020,Hospitalised,0-59,Syddanmark,0,75,2
10-05-2020,Hospitalised,60+,Syddanmark,0,145,6
11-05-2020,Hospitalised,0-59,Midtjylland,0,95,2
11-05-2020,Hospitalised,60+,Midtjylland,0,177,11
11-05-2020,Hospitalised,0-59,Hovedstaden,2,325,26
11-05-2020,Hospitalised,60+,Hovedstaden,3,723,61
11-05-2020,Hospitalised,60+,Zealand,0,269,25
11-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
11-05-2020,Hospitalised,60+,Nordjylland,0,74,6
11-05-2020,Hospitalised,0-59,Syddanmark,0,75,2
11-05-2020,Hospitalised,60+,Syddanmark,0,145,6
11-05-2020,Hospitalised,0-59,Zealand,0,125,8
12-05-2020,Hospitalised,60+,Midtjylland,1,178,10
12-05-2020,Hospitalised,0-59,Hovedstaden,2,327,23
12-05-2020,Hospitalised,60+,Hovedstaden,3,726,53
12-05-2020,Hospitalised,0-59,Zealand,0,125,7
12-05-2020,Hospitalised,60+,Zealand,0,269,21
12-05-2020,Hospitalised,0-59,Nordjylland,0,27,3
12-05-2020,Hospitalised,60+,Nordjylland,0,74,6
12-05-2020,Hospitalised,0-59,Midtjylland,0,95,2
12-05-2020,Hospitalised,0-59,Syddanmark,0,75,2
12-05-2020,Hospitalised,60+,Syddanmark,0,145,6
13-05-2020,Hospitalised,0-59,Nordjylland,0,27,2
13-05-2020,Hospitalised,60+,Midtjylland,0,178,8
13-05-2020,Hospitalised,0-59,Hovedstaden,0,327,20
13-05-2020,Hospitalised,60+,Hovedstaden,3,729,48
13-05-2020,Hospitalised,0-59,Zealand,3,128,9
13-05-2020,Hospitalised,60+,Zealand,0,269,20
13-05-2020,Hospitalised,60+,Nordjylland,0,74,6
13-05-2020,Hospitalised,0-59,Midtjylland,0,95,2
13-05-2020,Hospitalised,0-59,Syddanmark,0,75,2
13-05-2020,Hospitalised,60+,Syddanmark,0,145,6
14-05-2020,Hospitalised,0-59,Nordjylland,0,27,1
14-05-2020,Hospitalised,60+,Midtjylland,0,178,7
14-05-2020,Hospitalised,0-59,Syddanmark,1,76,3
14-05-2020,Hospitalised,60+,Syddanmark,2,147,8
14-05-2020,Hospitalised,0-59,Hovedstaden,5,332,20
14-05-2020,Hospitalised,60+,Hovedstaden,4,733,45
14-05-2020,Hospitalised,0-59,Zealand,0,128,8
14-05-2020,Hospitalised,60+,Zealand,1,270,20
14-05-2020,Hospitalised,60+,Nordjylland,0,74,6
14-05-2020,Hospitalised,0-59,Midtjylland,0,95,2
15-05-2020,Hospitalised,0-59,Midtjylland,0,95,1
15-05-2020,Hospitalised,60+,Midtjylland,0,178,6
15-05-2020,Hospitalised,0-59,Syddanmark,2,78,5
15-05-2020,Hospitalised,60+,Syddanmark,2,149,10
15-05-2020,Hospitalised,0-59,Hovedstaden,1,333,19
15-05-2020,Hospitalised,60+,Hovedstaden,3,736,44
15-05-2020,Hospitalised,0-59,Zealand,0,128,7
15-05-2020,Hospitalised,60+,Zealand,3,273,20
15-05-2020,Hospitalised,0-59,Nordjylland,0,27,1
15-05-2020,Hospitalised,60+,Nordjylland,0,74,6
16-05-2020,Hospitalised,60+,Midtjylland,1,179,6
16-05-2020,Hospitalised,60+,Syddanmark,1,150,8
16-05-2020,Hospitalised,0-59,Hovedstaden,1,334,15
16-05-2020,Hospitalised,60+,Hovedstaden,0,736,39
16-05-2020,Hospitalised,0-59,Zealand,0,128,6
16-05-2020,Hospitalised,60+,Zealand,0,273,17
16-05-2020,Hospitalised,0-59,Nordjylland,0,27,1
16-05-2020,Hospitalised,60+,Nordjylland,0,74,6
16-05-2020,Hospitalised,0-59,Midtjylland,0,95,1
16-05-2020,Hospitalised,0-59,Syddanmark,0,78,5
